model_slug,score,source,source_url,evaluated_at,notes
claude-opus-4-6,65.4,self-reported,https://www.vellum.ai/blog/claude-opus-4-6-benchmarks,2026-02-05,"Terminal-Bench 2.0; per Anthropic's Feb 2026 system card this figure was measured at max effort with adaptive thinking, not the model's 'default high' setting — corrected from the original 'default (high) effort' label."
claude-opus-4-7,69.4,self-reported,https://www.vellum.ai/blog/claude-opus-4-7-benchmarks-explained,,"Terminal-Bench 2.0, Terminus-2 harness."
claude-opus-4-8,74.6,self-reported,https://www.vellum.ai/blog/claude-opus-4-8-benchmarks-explained,,"Terminal-Bench 2.1, Terminus-2 harness."
claude-sonnet-4-6,67,self-reported,https://www.vellum.ai/blog/claude-sonnet-5-benchmarks-explained,,"Terminal-Bench 2.1, Terminus-2 harness; a separate press report gave 59.1% for what it called 'Terminal-Bench 2.0' at launch, which may reflect a different bench version or harness."
claude-sonnet-5,80.4,self-reported,https://www.vellum.ai/blog/claude-sonnet-5-benchmarks-explained,,"Terminal-Bench 2.1, Terminus-2 harness; exceeds Opus 4.8 (74.6%)."
deepseek-v4-pro-think-max,67.9,self-reported,https://redreamality.com/blog/deepseek-v4-benchmarks-guide/,,"Terminal-Bench 2.0, Pro-Max mode"
gemini-3-5-flash,76.2,self-reported,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-5/,2026-05-19,Terminal-Bench 2.1
glm-5,56.2,self-reported,https://docs.z.ai/guides/llm/glm-5,,Terminal-Bench 2.0 (Terminus-2 harness); alt config reaches 60.7 per HF model card
glm-5-1,63.5,self-reported,https://huggingface.co/zai-org/GLM-5.1,,Terminal-Bench 2.0 (Terminus-2 harness)
glm-5-2-max,81,self-reported,https://docs.z.ai/guides/llm/glm-5.2,,"Terminal-Bench 2.1 (Terminus-2 harness), vs Claude Opus 4.8's 85.0 in the same table; a 'best reported' config reaches 82.7 per the HF blog"
gpt-5-4-mini,60,self-reported,https://openai.com/index/introducing-gpt-5-4-mini-and-nano/,2026-03-17,"Terminal-Bench 2.0, xhigh reasoning effort. Cross-confirmed verbatim by datacamp.com/blog/gpt-5-4-mini-nano."
gpt-5-4-nano,46.3,self-reported,https://openai.com/index/introducing-gpt-5-4-mini-and-nano/,2026-03-17,"Terminal-Bench 2.0, xhigh reasoning effort. Cross-confirmed verbatim by datacamp.com/blog/gpt-5-4-mini-nano."
gpt-5-5,82.7,self-reported,https://openai.com/index/introducing-gpt-5-5,,"Terminal-Bench 2.0, new SOTA at launch; confirmed"
gpt-5-6,88.8,self-reported,https://openai.com/index/gpt-5-6/,,"Terminal-Bench 2.1, GPT-5.6 Sol standard (91.9 with Ultra), new SOTA; confirmed"
grok-4-5,83.3,independent,https://www.tbench.ai/leaderboard/terminal-bench/2.0,,"Terminal-Bench 2.1 (shell-driven agentic tasks), evaluated at launch 2026-07-08; near GPT-5.5's 83.4% and just behind Fable 5's 84.3%."
kimi-k2-5,50.8,self-reported,https://www.kimi.com/blog/kimi-k2-5,,"Terminal-Bench 2.0, default Terminus-2 agent framework, evaluated in non-thinking mode due to context-management incompatibility with Terminus-2"
kimi-k2-6,66.7,self-reported,https://www.kimi.com/blog/kimi-k2-6,,Terminal-Bench 2.0
mimo-v2-5,65.8,self-reported,https://mimo.xiaomi.com/mimo-v2-5/,,Terminal-Bench 2.0 ('Terminal Task Completion'); from the same embedded chart data.
mimo-v2-5-pro,68.4,self-reported,https://mimo.xiaomi.com/mimo-v2-5-pro/,,Terminal-Bench 2.0; from the embedded benchmark chart data.
minimax-m2-7,57,self-reported,https://www.minimax.io/news/minimax-m27-en,,Reported by MiniMax as 'Terminal Bench 2' score in the official M2.7 launch post.
qwen3-5-122b-a10b,49.4,self-reported,https://huggingface.co/Qwen/Qwen3.5-122B-A10B,,Coding category.
qwen3-7-max,69.7,self-reported,https://www.alibabacloud.com/blog/qwen3-7-the-agent-frontier_603154,,Terminal Bench 2.0-Terminus
qwen3-7-plus,70.3,self-reported,https://www.buildfastwithai.com/blogs/qwen-3-7-plus-multimodal-agent-review-2026,,"Terminal Bench 2.0-Terminus, outperforming DeepSeek-V4-Pro Max (67.9) and Gemini-3.1 Pro (63.5) per vendor comparison"
qwen3-coder-480b-a35b,23.9,self-reported,https://huggingface.co/Qwen/Qwen3-Coder-480B-A35B-Instruct,,Terminal-Bench 2.0
